pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7
"Стол угловой"|"CM-0245",1,"1310/740/900"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Тумба"|"CM-0246",1,"565/530/385"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Комод 60"|"CM-0247",1,"590/1060/485"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Комод 150"|"CM-0248",1,"1475/1055/500"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Пенал"|"CM-0249",1,"655/2090/430"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Пенал Ск Ш"|"CM-0250",1,"655/2090/510"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Пенал Ск"|"CM-0251",1,"655/2090/430"|"Клен"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Надстройка"|"CM-0292",1,"2080/1710/415, 1600/1710/415"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Зеркало"|"CM-0293",1,"620/860/20"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Туалетка"|"CM-0294",1,"1260/850/350"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Туалетный стол"|"CM-0295",1,"1285/770/530"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Кровать 1-сп Ш"|"CM-0296",1,"970/940/2095"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Кровать 1-сп"|"CM-0297",1,"975/770/2110"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Кровать 2-сп"|"CM-0298",1,"1675/810/2110"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Витрина"|"CM-0299",1,"1100/2090/510"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Стул"|"CM-0300",1,"410/395/410"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Стол письменный"|"CM-0301",1,"1310/740/575"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Стол угловой"|"CM-0302",1,"1310/740/900"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Тумба"|"CM-0303",1,"565/530/385"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Комод 60"|"CM-0304",1,"590/1060/485"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Комод 150"|"CM-0305",1,"1475/1055/500"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Пенал"|"CM-0306",1,"655/2090/430"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Пенал Ск Ш"|"CM-0307",1,"655/2090/510"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Пенал Ск"|"CM-0308",1,"655/2090/430"|"Корпус: клен/ольха зеленая; Фасад: Клен/ ольха зеленая"|"Селина"|"Спальня/ Модульная система"|"Світ меблів"
"Гостинная"|"CM-0099",1,"3680/2125/580"|"Орех/яблоня"|"Сенатор Новый 3,6 м"|"Гостинная"|"Світ меблів"
"Гостинная"|"CM-0100",1,"4080/2125/580"|"Орех/яблоня"|"Сенатор Новый 4,0 м"|"Гостинная"|"Світ меблів"
"Гостинная"|"CM-0101",1,"2850/1950/560"|"Ольха"|"Сильвия"|"Гостинная"|"Світ меблів"
"Ниша под ТВ"|"CM-0102",1,"1050/645/350"|"Ольха"|"Сильвия"|"Гостинная"|"Світ меблів"
"Гостинная"|"CM-0103",1,"3080/2140/590"|"Ольха/яблоня/орех"|"Сити"|"Гостинная"|"Світ меблів"
"Кровать"|"CM-0252",1,"2040/590/1700"|"Ольха/яблоня/орех"|"Соня"|"Спальня"|"Світ меблів"
"Тумба"|"CM-0253",1,"400/420/400"|"Ольха/яблоня/орех"|"Соня"|"Спальня"|"Світ меблів"
"Комод"|"CM-0254",1,"1000/700/420"|"Ольха/яблоня/орех"|"Соня"|"Спальня"|"Світ меблів"
"Туалетка"|"CM-0255",1,"815/1270/400"|"Ольха/яблоня/орех"|"Соня"|"Спальня"|"Світ меблів"
"Шкаф"|"CM-0256",1,"1700/1990/590"|"Ольха/яблоня/орех"|"Соня"|"Спальня"|"Світ меблів"
"Шкаф"|"CM-0309",1,"800/1825/525"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Шкаф книжный"|"CM-0310",1,"800/1825/425"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Пенал 400(500)"|"CM-0311",1,"400/1825/425(525)"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Тумба ТВ"|"CM-0312",1,"805/995/430"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Тумба прикроватная"|"CM-0313",1,"405/320/430"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Комод"|"CM-0314",1,"805/995/430"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Надстройка"|"CM-0315",1,"1200/500/310"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Стол"|"CM-0316",1,"1200/920/600"|"Корпус: клен; Фасад: розовый/фисташка"|"Терри"|"Детская"|"Світ меблів"
"Прихожая"|"CM-0339",1,"1700/2000/425"|"Корпус: ольха/орех;Фасад:ольха/лесной орех"|"Топаз"|"Прихожая"|"Світ меблів"
"Гостинная"|"CM-0104",1,"3620/2170/530"|"Корпус: ольха/орех;Фасад:ольха/лесной орех"|"Фараон"|"Гостинная"|"Світ меблів"
"Гостинная"|"CM-0105",1,"3620/2170/530"|"Корпус: яблоня; Фасад : кальвадос"|"Фараон глянцевый"|"Гостинная"|"Світ меблів"
"Комод-эконом"|"CM-0317",1,"600/900/480"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"Комод-бюджет"|"CM-0318",1,"900/900/480"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"Пенал"|"CM-0319",1,"450/1800/425"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"Шкаф"|"CM-0320",1,"700/2000/625"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"Кровать 1-сп"|"CM-0321",1,"2060/610/900"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"Стол письменный"|"CM-0322",1,"800/1500/1520"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"ТВ"|"CM-0323",1,"1300/1670/560"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс Оранж"|"Детская"|"Світ меблів"
"Комод-эконом"|"CM-0324",1,"600/900/480"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"Комод-бюджет"|"CM-0325",1,"900/900/480"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"Пенал"|"CM-0326",1,"450/1800/425"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"Шкаф"|"CM-0327",1,"700/2000/625"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"Кровать 1-сп"|"CM-0328",1,"2060/610/900"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"Стол письменный"|"CM-0329",1,"800/1500/1520"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"ТВ"|"CM-0330",1,"1300/1670/560"|"Корпус: ольха; Фасад: алюминий,оранж"|"Феникс синий"|"Детская"|"Світ меблів"
"Шкаф "|"CM-0257",1,"1875/2240/640"|"Корпус: каштан/св.венге; Фасад: каштан лак/св.венге лак"|"Флоренция"|"Спальня"|"Світ меблів"
"Тумбочка"|"CM-0258",1,"456/605/356"|"Корпус: каштан; Фасад: каштан лак"|"Флоренция"|"Спальня"|"Світ меблів"
"Подзеркальник"|"CM-0259",1,"850/700/20"|"Корпус: каштан; Фасад: каштан лак"|"Флоренция"|"Спальня"|"Світ меблів"
"Кровать 2-сп"|"CM-0260",1,"1850/920/2085"|"Корпус: каштан; Фасад: каштан лак"|"Флоренция"|"Спальня"|"Світ меблів"
"Комод"|"CM-0261",1,"896/860/430"|"Корпус: каштан; Фасад: каштан лак"|"Флоренция"|"Спальня"|"Світ меблів"
"Буфет "|"CM-0005",1,"1700/2235/585"|"Орех,клен"|"Цезарь"|"Гостинная"|"Світ меблів"
"Кровать"|"CM-0262",1,"2100/1120/1840"|"Корпус: клен/старый дуб; Фасад: перламутр/страый дуб"|"Эмилия"|"Спальня"|"Світ меблів"
"Шкаф"|"CM-0263",1,"2210/2340/610"|"Корпус: клен/старый дуб; Фасад: перламутр/страый дуб"|"Эмилия"|"Спальня"|"Світ меблів"
"Комод"|"CM-0264",1,"1090/900/470"|"Корпус: клен/старый дуб; Фасад: перламутр/страый дуб"|"Эмилия"|"Спальня"|"Світ меблів"
"Туалетка"|"CM-0265",1,"1235/800/440"|"Корпус: клен/старый дуб; Фасад: перламутр/страый дуб"|"Эмилия"|"Спальня"|"Світ меблів"
