parent|id|pagetitle|tv1|tv2|tv3|tv4|tv5|tv6|tv7|tv8
1418|СЖ-19|RTV-0103|1|782/480/_|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1419|СЖ-20|RTV-0104|1|782/480/_|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стол журнальный|РТВ Мебель
1420|СТОЛ КУХОННЫЙ РАСКЛ. ДСП|RTV-0105|1|1000/600(1200)/770|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1421|СТОЛ КУХ. + 4 ТАБУРЕТА ДСП|RTV-0106|1|1000/600(1200)/771|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1422|УГОЛ КУХОННЫЙ 01 1600х1200 мм|RTV-0107|1|1600/825/1200|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1423|УГОЛ КУХОННЫЙ 02 1500х1100 мм|RTV-0108|1|1510/825/1110|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1424|ТАБУРЕТ ДСП|RTV-0109|1||бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1425|ПОДСТАВКА ПОД ЦВЕТЫ - 01|RTV-0110|1|560/1080/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1426|ПОДСТАВКА ПОД ЦВЕТЫ - 02|RTV-0111|1|440/1585/440|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Кухонные уголки|РТВ Мебель
1427|ШД -30 / 40|RTV-0112|1|350(400)/1900/352|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1428|ШД -32 / 42|RTV-0113|1|350(400)/1900/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1429|ШД -34 / 44|RTV-0114|1|350(400)/1900/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1430|ШД -35 / 45|RTV-0115|1|350(400)/1900/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1431|ШД -60 / 70 / 80|RTV-0116|1|600(700/800)/1900/352|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1432|ШД -62 / 72 / 82|RTV-0117|1|600(700/800)/1900/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1433|ШД -64 / 74 / 84|RTV-0118|1|600(700/800)/1900/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1434|ШД -65 / 75 / 85|RTV-0119|1|600(700/800)/1900/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф для книг|РТВ Мебель
1435|ШКАФ-01|RTV-0120|1|800/2000/500|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1436|ШКАФ-02|RTV-0121|1|800/2000/501|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1437|ШКАФ-03 угловой|RTV-0122|1|800/1975/800|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1438|ШКАФ-04|RTV-0123|1|600/1950/460|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1439|ШКАФ-05|RTV-0124|1|600/1950/520|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1440|ШКАФ-06|RTV-0125|1|800/1950/520|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1441|ШКАФ-07|RTV-0126|1|800/1950/521|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1442|ШКАФ-08|RTV-0127|1|900/2000/600|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1443|ШКАФ-09|RTV-0128|1|800/1950/520|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1444|ШКАФ-10|RTV-0129|1|1100/2000/530|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1445|АНТРЕСОЛЬ|RTV-0130|1|800/2300/800|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Шкаф|РТВ Мебель
1446|ПЕНАЛ -01|RTV-0131|1|400/1950/460|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Пенал|РТВ Мебель
1447|ПЕНАЛ -02|RTV-0132|1|400/1950/460|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Пенал|РТВ Мебель
1448|ПЕНАЛ -03|RTV-0133|1|350/1080/460|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Пенал|РТВ Мебель
1449|ПЕНАЛ -23|RTV-0134|1|350/2300/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Пенал|РТВ Мебель
1450|ПЕНАЛ угловой|RTV-0135|1|450/1975/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Пенал|РТВ Мебель
1451|ПЕНАЛ угловой 2300|RTV-0136|1|450/2300/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Пенал|РТВ Мебель
1452|СТЕЛЛАЖ - 01|RTV-0137|1|682/1750/460|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Стеллаж|РТВ Мебель
1453|КОНСОЛЬ - 01|RTV-0138|1|452/2330/602|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Консоль|РТВ Мебель
1454|КОНСОЛЬ - 02|RTV-0139|1|352/1900/352|бук/ольха/яблоня/лесной орех/орех/махонь/венге||Консоль|РТВ Мебель
1455|ПМ-02|RTV-0140|1|1190/1500/375|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1456|ПМ-04|RTV-0141|1|1630/1925/470|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1457|ПМ-06|RTV-0142|1|1230/2120/450|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1458|ПМ-07|RTV-0143|1|1250/2230/380|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1459|ПМ-08|RTV-0144|1|910/2225/370|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1460|ПМ-09|RTV-0145|1|1000/2350/400|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1461|ПМ-10|RTV-0146|1|1300/2130/400|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1462|ПМ-11|RTV-0147|1|1050/2130/390|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1463|ПМ-12|RTV-0148|1|1400/2130/390|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1464|ПМ-14|RTV-0149|1|1500/2130/380|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1465|ПМ-15|RTV-0150|1|1065/1960/375|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1466|КП 1|RTV-0151|1|2285/1935/362|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1467|КП 1-01|RTV-0152|1|760/_/362|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1468|КП 1-02|RTV-0153|1|380/_/362|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1469|КП 1-03|RTV-0154|1|760/1935/362|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
1470|КП 1-04|RTV-0155|1|380/1935/362|бук/ольха/яблоня/лесной орех/орех/махонь/венге/яблоня,венге светлый/венге,венге светлый||Прихожая|РТВ Мебель
